frame	NSSD	NCCOEFF	SemanticChange	GeometricChange	VoL	Context	PoseNovelity
seq09_02/frame-006930 1.0 0.5 0.052 36.306 2.404 0.114 191.373
seq09_02/frame-006940 1.0 0.419 0.055 38.972 1.853 0.11 219.395
seq09_02/frame-006950 1.0 0.409 0.072 37.557 1.461 0.111 266.8
seq09_02/frame-006960 1.0 0.24 0.084 46.524 0.873 0.1 250.948
seq09_02/frame-006970 1.0 0.264 0.102 48.407 0.748 0.098 249.978
seq09_02/frame-006980 1.0 0.372 0.121 43.637 0.867 0.119 280.745
seq09_02/frame-006990 1.0 0.421 0.247 36.882 0.939 0.166 352.246
seq09_02/frame-007000 1.0 0.64 0.24 57.827 2.349 0.207 402.728
seq09_02/frame-007010 1.0 0.509 0.349 131.32 1.982 0.228 420.047
seq09_02/frame-007020 1.0 0.05 0.715 619.56 1.349 0.311 439.088
seq09_02/frame-007030 1.0 -0.076 0.741 628.6 1.022 0.382 389.654
seq09_02/frame-007040 1.0 0.247 0.328 240.03 2.34 0.488 265.093
seq09_02/frame-007050 1.0 0.715 0.111 72.854 4.488 0.515 197.294
seq09_02/frame-007060 1.0 0.697 0.106 62.028 3.754 0.5 164.46
seq09_02/frame-007070 1.0 0.732 0.074 47.595 4.991 0.524 361.93
seq09_02/frame-007080 1.0 0.741 0.09 53.035 5.793 0.657 367.073
seq09_02/frame-007090 1.0 0.74 0.092 52.624 5.835 0.668 392.651
seq09_02/frame-007100 1.0 0.671 0.093 45.367 5.51 0.678 408.521
seq09_02/frame-007110 1.0 0.673 0.103 47.822 5.29 0.686 423.528
seq09_02/frame-007120 1.0 0.672 0.114 48.627 5.285 0.657 371.474
seq09_02/frame-007130 1.0 0.67 0.113 48.241 5.531 0.663 363.679
seq09_02/frame-007140 1.0 0.667 0.112 47.771 5.467 0.684 351.973
seq09_02/frame-007150 1.0 0.671 0.109 47.835 5.483 0.692 340.738
seq09_02/frame-007160 1.0 0.677 0.106 48.083 5.59 0.69 332.598
seq09_02/frame-007170 1.0 0.678 0.104 48.205 5.524 0.689 329.877
seq09_02/frame-007180 1.0 0.679 0.101 48.36 5.589 0.682 328.289
seq09_02/frame-007190 1.0 0.676 0.102 48.979 5.52 0.675 329.363
seq09_02/frame-007200 1.0 0.682 0.095 50.027 5.447 0.664 319.541
seq09_02/frame-007210 1.0 0.694 0.091 52.319 5.55 0.695 252.886
seq09_02/frame-007220 1.0 0.657 0.118 56.077 5.231 0.686 301.957
seq09_02/frame-007230 1.0 0.639 0.138 65.549 5.212 0.652 291.602
seq09_02/frame-007240 1.0 0.618 0.164 66.883 5.43 0.556 168.766
